genus	species	subspecies	latitude	longitude	id	year	month	date	institution_code	verbatim_scientific_name	Source	Type
Cakile	arabica		24.4204	46.2453	215155552	1992	5		UPS	Cacile arabica Velen & Bornm.	GBIF2014	herbarium
Cakile	arabica		24.21667	44.21667	575092310	1983	3		E	Cakile arabica Velen. & Bornm.	GBIF2014	herbarium
Cakile	arabica		27.13333	58.58333	575341916	1972	4		E	Cakile arabica Velen. & Bornm.	GBIF2014	herbarium
Cakile	arabica		29.76667	37.96667	574797128	1982	3		E	Cakile arabica Velen. & Bornm.	GBIF2014	herbarium
Cakile	arabica		29.76667	37.96667	574847260	1982	3		E	Cakile arabica Velen. & Bornm.	GBIF2014	herbarium
Cakile	arabica		29.76667	37.96667	575084178	1982	3		E	Cakile arabica Velen. & Bornm.	GBIF2014	herbarium
Cakile	arabica		30.16667	47.5	575092309	1957	3		E	Cakile arabica Velen. & Bornm.	GBIF2014	herbarium
Cakile	arabica		27.20694	60.69028	788506225	1977	3		LD	Cakile arabica	GBIF2014	herbarium
Cakile	arctica		67.15733	14.21525	683508684	2010	7		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.17551	14.23418	682971041	2010	7		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.17983	14.39822	682935537	2010	7		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.24928	8.70247	683119421	2012	6		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.30131	14.39299	682975895	2007	8		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.31942	14.45823	682975645	2006	9		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.32023	14.45735	682976139	2007	6		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.32048	14.45821	682976138	2007	6		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.32396	14.48028	683053111	2011	8		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.32721	14.48174	683053112	2011	8		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.39429	14.64443	683053085	2011	8		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.72095	14.88766	683043579	2011	7		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		67.84801	12.84801	675220711	2007	8		BioFokus	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		68.19206	13.53831	682992733	1989	6		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		68.20946	13.49575	682992734	1989	6		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		68.25837	16.03129	682935835	2010	8		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		68.25837	16.03129	683507065	2011	7		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		69.3829	17.10509	675229343	1994	7		BioFokus	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		69.61968	18.01335	682936438	2010	7		NBF	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		78.34712	15.84258	675022826	1939			Svalbard	Cakile maritima islandica	GBIF2014	herbarium
Cakile	arctica		58.43486	8.82311	675196029	2011	9		BioFokus	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		58.43558	8.82447	675229342	1985	7		BioFokus	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		58.43558	8.82447	675196031	2011	9		BioFokus	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		58.45617	8.88457	675195553	2011	9		BioFokus	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		59.00733	9.75597	682788861	1981	7		NBF	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		67.13975	14.04742	683060092	2010	7		NBF	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		67.27305	14.47059	683060093	2011	9		NBF	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		68.01502	15.18072	683062554	2006	7		NBF	Cakile maritima maritima	GBIF2014	herbarium
Cakile	arctica		35.3522	24.3575	23271082	1996	5		LI	Cakile maritima maritima Scop.	GBIF2014	herbarium
Cakile	arctica		35.5167	23.8167	23271083	1996	5		LI	Cakile maritima maritima Scop.	GBIF2014	herbarium
Cakile	arctica		41.9	8.8	618877439	1980	5		G	Cakile maritima maritima Scop.	GBIF2014	herbarium
Cakile	arctica		66.3	-16.47	318105331	2008	8		ABH	Cakile arctica Pobed.	GBIF2014	herbarium
Cakile	arctica		69.22389	16.10528	233896967	2009	7		S	Cakile maritima Scop. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		60.53946	4.84477	128332650	2000	8		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		68.12148	13.13534	128332229	1896	7		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		68.12148	13.13534	128332228	1889	7		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		68.21653	13.70579	128332231	1968	9		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		68.3016	14.46759	128332232	1869	8		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		68.50598	14.8429	128332230	1971	7		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		70.93802	24.47722	128332234	1881	8		BG	Cakile maritima Scop. ssp. islandica (Gand.) Hyl. ex Elven	GBIF2014	herbarium
Cakile	arctica		62.12002	5.15525	865491744	2007	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.35117	12.30617	128257064	1909	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.48659	12.06703	20557502	1893			O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.52555	12.03196	187102837	1927	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.58224	12.22245	20557493	1885	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.95924	13.78987	20557507	1933	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.96065	13.79782	20558718	1991	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.26215	14.35199	20557511	1929	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.26596	14.40986	20557500	1913	6		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.32895	14.29557	187102835	1883	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.32895	14.29557	187102836	1929	7		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.51442	14.75046	128257067	1876	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.92273	15.01073	20557488	1912	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.99777	13.16882	20557506	1904			O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.19472	13.53846	187102832	1978	7		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.23653	14.79578	128257066	1869	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.50015	14.7445	20557514	1911	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.50598	14.8429	187102831	1966	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.50598	14.8429	187102830	1953	7		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.50598	14.8429	187102834	1964	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.72655	14.36728	20557518	1878	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.72655	14.36728	20557515	1909	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.74727	16.05683	20557473	2000			O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.75517	17.08993	20557464	1863	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.84108	23.17998	177926601	2005	7		NINA	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		68.99171	15.4374	20557504	1941	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.00983	15.76672	20557492	1941	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.10223	15.9433	20557495	1873	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.11896	15.83352	20557490	1941	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.11896	15.83352	187102833	1873	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.3112	16.09698	20557497	1925	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.43611	17.20573	20557475	1930	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.69753	18.77364	20557481	1929	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		69.77914	18.54317	20557130	1994	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.13803	22.99141	20557468	1917			O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.18422	20.48459	20557472	1910	9		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.22314	23.37057	20557466	1920	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.22482	22.3375	20557451	1930	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.23379	22.33808	20557441	1919	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.23379	22.33808	20557470	1915	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.4773	22.13956	20557463	1886	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.5123	30.44783	20557442	1979	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.53706	30.61962	865468686	2007	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.59417	22.09221	20557436	1919	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.7279	29.18573	20557447	1909	9		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.73467	23.30883	20557479	2000			O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.92299	24.62819	20557136	1995	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		70.93794	27.28806	20557461	1864	9		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.00957	27.34417	20557457	1900	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.00957	27.34417	20557433	1916	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.00957	27.34417	20557449	1901	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.00957	27.34417	20557459	1880	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.01445	27.37042	865512404	2010	7		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.01663	27.36961	187102839	1977	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.01663	27.36961	187102841	1977	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.01663	27.36961	187102840	1977	8		TRH	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.04015	24.66927	20557445	1919	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		71.08955	27.62204	20557453	1909	9		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		78.34946	15.82066	20557254	1939	8		O	Cakile maritima ssp. islandica	GBIF2014	herbarium
Cakile	arctica		65.67421	11.81812	190862412	1983	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.05746	12.38081	190862414	1983	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.50968	12.06333	22164048	1986	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.87968	13.46897	22164073	1986	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		66.91039	13.39847	22164080	1986	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.10644	13.86936	22164108	1986	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.15237	14.09643	22164092	1984	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.27866	14.00047	190862418	1986	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.28514	14.38342	186794740	1883	9		KMN	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.49679	14.70544	190862420	1985	8		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.5389	14.64818	190862423	1986	7		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		67.57515	14.94127	190862422	1985	8		O	Cakile maritima ssp. ssp. islandica	GBIF2014	herbarium
Cakile	arctica		63.85639	-21.12972	240498019				NORDGEN	Cakile arctica	GBIF2014	herbarium
Cakile	arctica		64.15639	-21.79194	240498020				NORDGEN	Cakile arctica	GBIF2014	herbarium
Cakile	constricta		29.77	-93.461	203601306				LSU	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		29.9	-85.3	216461581	1994	2		NY	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		30.24195	-87.73611	56526908	2002	5		UA	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		30.24611	-88.07639	56527046	2002	5		UA	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		30.25	-88.1	56526049	1878	6		UA	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		30.25778	-88.10694	56526051	1964	5		UA	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		30.39	-86.55	319377160	1994	11		MO	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	constricta		30.75	-87.77	56526055	1950	5		UA	Cakile constricta Rodman	GBIF2014	herbarium
Cakile	edentula	edentula	33.5543	-117.8193	867027424	1916	7		POM	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	33.6178	-117.8914	868264071	1924	8		POM	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	33.6212	-117.9034	867824632				RSA	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	33.6224	-117.9317	867598466	1932	5		POM	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-118	224820585				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-120	224820390				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-119	224820364				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-120	224820506				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-118	224820374				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-118	224820309				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-120	224820449				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-120	224820399				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34	-118	224820498				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.0319	-120.3239	866692247	1978	8		RSA	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.0365	-120.4326	867650235	1961	4		RSA	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.0373	-120.3706	867300075	1930	4		POM	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.0466	-120.3516	867857912	1939	7		RSA	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.0466	-120.3516	866856953	1939	7		RSA	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.2702	-119.2809	867577527	1946	6		RSA	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	34.8129	-119.1454	867969730	1925	8		POM	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	35	-119	224820526				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	40.87389	-124.155	868094315	1982	9		UCR	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	41	-124	224821114				Consortium of California Herbaria	Cakile edentula subsp. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	41.85	-87.65	666275724	1898	7		F	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	41.85	-87.65	666275702	1898	8		F	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	41.85	-87.65	666275722	1897	8		F	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	41.85	-87.65	666275706	1887	8		F	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	41.85	-87.65	666275704	1902	7		F	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	43.46667	-65.75	732470296	1966	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	43.95	-59.91667	732470253	1911	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	43.95	-59.91667	732470235	1953	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.26667	-66.35	732470291	1948	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.48333	-64.3	732470305	1938	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.53333	-64.25	732470306	1940	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.56667	-64.16667	732470308	1942	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.61667	-65.7	732470244	1915	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.63333	-64.58333	732470307	1941	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.85	-65.3	732470240	1924			DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.91667	-63.08333	732470241	1904	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	44.91667	-63.08333	732470236	1934	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	45.1	-64.3	732470304	1936	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	45.1	-66.98333	732470271	1953	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	45.11667	-64.38333	732470251	1930	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	45.35	-65.53333	732470246	1919	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	45.53333	-64.68333	732470289	1954	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	45.53333	-61.16667	732470195	1921	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.03333	-59.7	732470293	1951	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.05	-61.51667	732470247	1919	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.05	-63.93333	732470279	1964	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.13333	-63.78333	732470299	1967	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.13333	-63.78333	732470300	1942	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.18333	-62.53333	732470201	1950	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.28333	-60.55	732470223	1950	10		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.31667	-64.51667	732470280	1964	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.41667	-63.1	732470200	1950	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.53333	-63.5	732470301	1949	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.63333	-60.43333	732470237	1939	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.63333	-61.01667	732470295	1961	6		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.66667	-64.71667	732470269	1949	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.68333	-64.86667	732470245	1919	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.71667	-64.78333	732470273	1977	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.75	-60.31667	732470290	1939	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.76667	-56.2	732470199	1900	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	46.83333	-64.9	732470272	1977	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.01667	-64.03333	732470292	1953	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.13333	-70.38333	732470259	1945	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.43333	-70.01667	732470254	1949	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.43333	-70.01667	732470261	1961	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.45	-70.5	732470257	1964	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.45	-70.5	732470267	1930	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.51667	-57.36667	732470275	1991			DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.66667	-65.63333	732470252	1905	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.73333	-64.7	732470229	1945	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.76667	-69.61667	732470205	1966	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.83333	-64.88333	732470231	1945	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	47.83333	-69.53333	732470243	1913	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.03333	-64.53333	732470230	1945	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.06667	-69.26667	732470263	1957	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.06667	-66.38333	732470281	1963	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.08333	-66.11667	732470276	1951	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.1	-65.68333	732470248	1963	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.1	-66.13333	732470266	1930	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.25	-66	732470204	1914	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.35	-123.75	732470206	1961	6		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.36667	-68.7	732470287	1926	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.38333	-123.51667	732470256	1967	7		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.43333	-123.36667	732470196	1917	9		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.43333	-69.31667	732470224	1968	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.43333	-68.55	732470202	1962	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.48333	-58.41667	732470286	1960	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.5	-64.16667	732470264	1940	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.56667	-64.3	732470203	1958	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.56667	-123.36667	732470255	1966	5		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.58333	-123.38333	732470258	1932	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.6	-123.41667	732470274	1950	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
Cakile	edentula	edentula	48.61667	-68.23333	732470270	1964	8		DAO	Cakile edentula subsp. edentula var. edentula	GBIF2014	herbarium
